time/s	<I>/mA	Ewe/V	
27/08/2025 11:01:33.2421	7,572203355407709E+000	-2,2072061E-003
27/08/2025 11:01:34.2421	7,562142453765865E+000	-2,1117069E-003
27/08/2025 11:01:35.2421	7,558359568214417E+000	-2,0926071E-003
27/08/2025 11:01:36.2421	7,555608523750294E+000	-2,1308069E-003
27/08/2025 11:01:37.2421	7,550369490909560E+000	-2,2263059E-003
27/08/2025 11:01:38.2421	7,545801011657716E+000	-2,1308069E-003
27/08/2025 11:01:39.2421	7,541391125774368E+000	-2,1308069E-003
27/08/2025 11:01:40.2421	7,538601975250238E+000	-2,1499067E-003
27/08/2025 11:01:41.2421	7,533896338367462E+000	-2,0926071E-003
27/08/2025 11:01:42.2421	7,528762985897046E+000	-2,1308069E-003
27/08/2025 11:01:43.2421	7,528711254978177E+000	-2,1499067E-003
27/08/2025 11:01:44.2421	7,523551963138578E+000	-2,1499067E-003
27/08/2025 11:01:45.2421	7,517378267192839E+000	-2,0735073E-003
27/08/2025 11:01:46.2421	7,514227132225031E+000	-2,1881063E-003
27/08/2025 11:01:47.2421	7,506329370403279E+000	-2,0162079E-003
27/08/2025 11:01:48.2421	7,497078773212422E+000	-2,1308069E-003
27/08/2025 11:01:49.2421	7,495429152011866E+000	-2,1690065E-003
27/08/2025 11:01:50.2421	7,491067246055593E+000	-2,0162079E-003
27/08/2025 11:01:51.2421	7,480249313926699E+000	-2,0926071E-003
27/08/2025 11:01:52.2421	7,473061691379542E+000	-2,1308069E-003
27/08/2025 11:01:53.2421	7,470859566593166E+000	-2,1690065E-003
27/08/2025 11:01:54.2421	7,465498770618439E+000	-2,1881063E-003
27/08/2025 11:01:55.2421	7,465881700801845E+000	-2,1308069E-003
27/08/2025 11:01:56.2421	7,456583937549592E+000	-1,9971081E-003
27/08/2025 11:01:57.2421	7,449029727840426E+000	-2,1499067E-003
27/08/2025 11:01:58.2421	7,443965960788724E+000	-2,1117069E-003
27/08/2025 11:01:59.2421	7,437934945774074E+000	-2,0544075E-003
27/08/2025 11:02:00.2421	7,434851938343044E+000	-2,1690065E-003
27/08/2025 11:02:01.2421	7,437092272567750E+000	-2,0926071E-003
27/08/2025 11:02:02.2421	7,429591792678821E+000	-2,1499067E-003
27/08/2025 11:02:03.2421	7,424235697746241E+000	-2,1117069E-003
27/08/2025 11:02:04.2421	7,418557464122756E+000	-2,2072061E-003
27/08/2025 11:02:05.2421	7,414236030197142E+000	-2,1881063E-003
27/08/2025 11:02:06.2421	7,408980514335639E+000	-2,1117069E-003
27/08/2025 11:02:07.2421	7,410956571388226E+000	-2,1117069E-003
27/08/2025 11:02:08.2421	7,401835793304429E+000	-2,0735073E-003
27/08/2025 11:02:09.2421	7,390069790458682E+000	-2,1117069E-003
27/08/2025 11:02:10.2421	7,392362330722790E+000	-2,1690065E-003
27/08/2025 11:02:11.2421	7,383558257865905E+000	-2,1308069E-003
27/08/2025 11:02:12.2421	7,377706231021875E+000	-2,1690065E-003
27/08/2025 11:02:13.2421	7,368922372055039E+000	-2,1117069E-003
27/08/2025 11:02:14.2421	7,362046908569340E+000	-2,0926071E-003
27/08/2025 11:02:15.2421	7,356889028167728E+000	-2,0735073E-003
27/08/2025 11:02:16.2421	7,351690379714967E+000	-2,0162079E-003
27/08/2025 11:02:17.2421	7,350828937053677E+000	-2,1117069E-003
27/08/2025 11:02:18.2421	7,349405584239960E+000	-2,1690065E-003
27/08/2025 11:02:19.2421	7,341004895210265E+000	-2,0735073E-003
27/08/2025 11:02:20.2421	7,342332654380783E+000	-2,0735073E-003
27/08/2025 11:02:21.2421	7,335831344223010E+000	-2,1117069E-003
27/08/2025 11:02:22.2421	7,330071422386169E+000	-1,9780083E-003
27/08/2025 11:02:23.2421	7,318007773685423E+000	-2,1499067E-003
27/08/2025 11:02:24.2421	7,315292130756376E+000	-2,0735073E-003
27/08/2025 11:02:25.2421	7,310323609828949E+000	-2,1117069E-003
27/08/2025 11:02:26.2421	7,307771450614922E+000	-2,1881063E-003
27/08/2025 11:02:27.2421	7,307340893650050E+000	-2,0735073E-003
27/08/2025 11:02:28.2421	7,301046947765343E+000	-2,0544075E-003
27/08/2025 11:02:29.2421	7,295991017532344E+000	-2,1117069E-003
27/08/2025 11:02:30.2421	7,291683523845649E+000	-2,1117069E-003
27/08/2025 11:02:31.2421	7,285813562011697E+000	-2,0353077E-003
27/08/2025 11:02:32.2421	7,280641307735436E+000	-2,0926071E-003
27/08/2025 11:02:33.2421	7,274826741600037E+000	-2,1308069E-003
27/08/2025 11:02:34.2421	7,272357584857929E+000	-2,1881063E-003
27/08/2025 11:02:35.2421	7,276147376346588E+000	-2,1690065E-003
27/08/2025 11:02:36.2421	7,269869660091402E+000	-2,1308069E-003
27/08/2025 11:02:37.2421	7,267793260192867E+000	-2,1117069E-003
27/08/2025 11:02:38.2421	7,261942116737345E+000	-2,1117069E-003
27/08/2025 11:02:39.2421	7,253134821891777E+000	-2,1308069E-003
27/08/2025 11:02:40.2421	7,246889567375183E+000	-2,0353077E-003
27/08/2025 11:02:41.2421	7,241809786033631E+000	-2,1117069E-003
27/08/2025 11:02:42.2421	7,236028985786419E+000	-2,3027051E-003
27/08/2025 11:02:43.2421	7,231320882415771E+000	-2,1117069E-003
27/08/2025 11:02:44.2421	7,230003415489193E+000	-2,0926071E-003
27/08/2025 11:02:45.2421	7,219969212436673E+000	-2,0926071E-003
27/08/2025 11:02:46.2421	7,212375102519985E+000	-2,0353077E-003
27/08/2025 11:02:47.2421	7,209552003288252E+000	-2,0353077E-003
27/08/2025 11:02:48.2421	7,197532453060120E+000	-2,1308069E-003
