time/s	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
30/08/2025 15:12:04.9420	3,1669595E+003	3,4931114E-001	2,6859895E-003
30/08/2025 15:12:05.4077	2,5158047E+003	3,4977484E-001	2,9303881E-003
30/08/2025 15:12:05.8770	1,9980818E+003	3,5016853E-001	3,0811790E-003
30/08/2025 15:12:06.3430	1,5884750E+003	3,5047328E-001	3,3091763E-003
30/08/2025 15:12:06.8087	1,2604036E+003	3,5092711E-001	3,3771354E-003
30/08/2025 15:12:07.2755	1,0016024E+003	3,5145363E-001	3,7984475E-003
30/08/2025 15:12:07.7427	7,9525409E+002	3,5215035E-001	3,9037426E-003
30/08/2025 15:12:08.2092	6,3181964E+002	3,5270774E-001	4,2066011E-003
30/08/2025 15:12:08.6760	5,0208865E+002	3,5322285E-001	4,5344736E-003
30/08/2025 15:12:09.1435	3,9859698E+002	3,5371602E-001	4,5927721E-003
30/08/2025 15:12:09.6087	3,1672299E+002	3,5444045E-001	4,8920838E-003
30/08/2025 15:12:10.0735	2,5169135E+002	3,5523558E-001	5,1277452E-003
30/08/2025 15:12:10.5410	1,9980818E+002	3,5605624E-001	5,5268900E-003
30/08/2025 15:12:11.0105	1,5862943E+002	3,5686991E-001	5,6979065E-003
30/08/2025 15:12:11.4752	1,2600809E+002	3,5744208E-001	5,8991807E-003
30/08/2025 15:12:11.9425	1,0016024E+002	3,5839915E-001	6,2075946E-003
30/08/2025 15:12:12.4130	7,9516548E+001	3,5937440E-001	6,5640211E-003
30/08/2025 15:12:12.8916	6,3160763E+001	3,6048967E-001	6,7771729E-003
30/08/2025 15:12:13.3570	5,0208866E+001	3,6117280E-001	7,1830633E-003
30/08/2025 15:12:13.8245	3,9859695E+001	3,6240217E-001	7,5250589E-003
30/08/2025 15:12:14.2702	3,1672298E+001	3,6346266E-001	7,9718065E-003
30/08/2025 15:12:14.7357	2,5136747E+001	3,6469716E-001	8,5544372E-003
30/08/2025 15:12:15.2040	1,9980818E+001	3,6577109E-001	8,7956758E-003
30/08/2025 15:12:15.6480	1,5857577E+001	3,6698154E-001	9,2626354E-003
30/08/2025 15:12:16.1949	1,2600809E+001	3,6833236E-001	9,7207827E-003
30/08/2025 15:12:16.6605	1,0016025E+001	3,6967495E-001	1,0377226E-002
30/08/2025 15:12:17.2352	7,9557004E+000	3,7105948E-001	1,1023634E-002
30/08/2025 15:12:17.6152	6,3105812E+000	3,7266341E-001	1,1852304E-002
30/08/2025 15:12:18.0842	5,0144420E+000	3,7431660E-001	1,2307906E-002
30/08/2025 15:12:18.6577	3,9859698E+000	3,7608850E-001	1,3015183E-002
30/08/2025 15:12:19.3657	3,1655185E+000	3,7749910E-001	1,4163948E-002
30/08/2025 15:12:20.2437	2,5136747E+000	3,7922448E-001	1,4963911E-002
30/08/2025 15:12:21.3368	1,9970603E+000	3,8133529E-001	1,6175024E-002
30/08/2025 15:12:23.3841	1,5846856E+000	3,8333666E-001	1,7276976E-002
30/08/2025 15:12:25.0920	1,2596742E+000	3,8567469E-001	1,9345155E-002
30/08/2025 15:12:27.2301	1,0000639E+000	3,8724342E-001	2,0755455E-002
30/08/2025 15:12:29.9122	7,9443753E-001	3,8962567E-001	2,3506941E-002
30/08/2025 15:12:33.2779	6,3126212E-001	3,9202815E-001	2,5438886E-002
30/08/2025 15:12:37.5070	5,0118679E-001	3,9523366E-001	2,8986674E-002
30/08/2025 15:12:42.8140	3,9867833E-001	3,9693862E-001	3,2097962E-002
30/08/2025 15:12:49.4962	3,1619310E-001	4,0167105E-001	3,6420442E-002
30/08/2025 15:12:57.8978	2,5117347E-001	4,0654278E-001	4,1723479E-002
30/08/2025 15:13:08.4488	1,9980818E-001	4,1137278E-001	4,8181489E-002
30/08/2025 15:13:21.7427	1,5846856E-001	4,1632965E-001	5,5018250E-002
30/08/2025 15:13:38.4676	1,2590654E-001	4,2266124E-001	6,1829481E-002
30/08/2025 15:13:59.4879	1,0013975E-001	4,3099198E-001	6,9652148E-002
30/08/2025 15:14:25.9826	7,9421178E-002	4,4046447E-001	7,9571575E-002
30/08/2025 15:14:59.3225	6,3101739E-002	4,5054802E-001	9,0603895E-002
30/08/2025 15:15:41.2612	5,0154075E-002	4,6109739E-001	1,0138327E-001
30/08/2025 15:16:34.0961	3,9804459E-002	4,7499469E-001	1,1271220E-001
30/08/2025 15:17:40.6573	3,1592205E-002	4,9157587E-001	1,2629808E-001
30/08/2025 15:19:04.2766	2,5144994E-002	5,0891656E-001	1,4201556E-001
30/08/2025 15:20:49.6656	1,9949391E-002	5,2735335E-001	1,5824763E-001
30/08/2025 15:23:02.2146	1,5860692E-002	5,4853946E-001	1,7399852E-001
30/08/2025 15:25:49.3650	1,2576789E-002	5,7448989E-001	1,9163199E-001
30/08/2025 15:29:19.3847	1,0009170E-002	6,0386562E-001	2,1368425E-001
30/08/2025 15:29:20.2206	1,9999814E+005	3,2093960E-001	-2,2474051E-002
30/08/2025 15:29:20.6546	1,5885727E+005	3,3273184E-001	-1,5238392E-002
30/08/2025 15:29:21.0896	1,2618765E+005	3,3805260E-001	-1,0702593E-002
30/08/2025 15:29:21.3836	1,0022640E+005	3,4298635E-001	-8,8561429E-003
30/08/2025 15:29:23.0776	7,9609563E+004	3,4482124E-001	-7,0313797E-003
30/08/2025 15:29:24.7716	6,3233004E+004	3,4568858E-001	-5,2747861E-003
30/08/2025 15:29:26.4656	5,0224539E+004	3,4633818E-001	-3,6836322E-003
30/08/2025 15:29:27.3196	3,9897566E+004	3,4715766E-001	-2,3700681E-003
30/08/2025 15:29:27.8936	3,1686090E+004	3,4723750E-001	-1,7563597E-003
30/08/2025 15:29:28.3286	2,5172580E+004	3,4753600E-001	-9,6513418E-004
30/08/2025 15:29:28.7626	1,9995176E+004	3,4796661E-001	-2,9285488E-004
30/08/2025 15:29:29.1976	1,5884798E+004	3,4806317E-001	4,3921504E-004
30/08/2025 15:29:29.6316	1,2618766E+004	3,4849995E-001	8,3810341E-004
30/08/2025 15:29:30.0666	1,0020785E+004	3,4879598E-001	1,4277808E-003
30/08/2025 15:29:30.5578	7,9597607E+003	3,4908351E-001	1,4156951E-003
30/08/2025 15:29:30.9524	6,3238188E+003	3,4938049E-001	1,9894650E-003
30/08/2025 15:29:31.6448	5,0216069E+003	3,4985223E-001	2,2220854E-003
30/08/2025 15:29:32.1130	3,9861731E+003	3,5019964E-001	2,4842026E-003
30/08/2025 15:29:32.5801	3,1669595E+003	3,5081583E-001	2,6729859E-003
30/08/2025 15:29:33.0458	2,5158047E+003	3,5111120E-001	2,8750289E-003
30/08/2025 15:29:33.5151	1,9980818E+003	3,5159791E-001	3,0061998E-003
30/08/2025 15:29:33.9811	1,5884750E+003	3,5203728E-001	3,4083426E-003
30/08/2025 15:29:34.4468	1,2604036E+003	3,5267785E-001	3,4136614E-003
30/08/2025 15:29:34.9135	1,0016024E+003	3,5295811E-001	3,7423065E-003
30/08/2025 15:29:35.3808	7,9525409E+002	3,5353488E-001	3,9445334E-003
30/08/2025 15:29:35.8483	6,3181964E+002	3,5419041E-001	4,2301514E-003
30/08/2025 15:29:36.3140	5,0208865E+002	3,5464668E-001	4,2599170E-003
30/08/2025 15:29:36.7816	3,9859698E+002	3,5541314E-001	4,7257696E-003
30/08/2025 15:29:37.2468	3,1672299E+002	3,5598987E-001	4,8616645E-003
30/08/2025 15:29:37.7115	2,5169135E+002	3,5673371E-001	5,0992114E-003
30/08/2025 15:29:38.1801	1,9980818E+002	3,5743475E-001	5,4935692E-003
30/08/2025 15:29:38.6496	1,5862943E+002	3,5810447E-001	5,7430356E-003
30/08/2025 15:29:39.1143	1,2600809E+002	3,5899416E-001	5,8045946E-003
30/08/2025 15:29:39.5815	1,0016024E+002	3,5996187E-001	6,3797873E-003
30/08/2025 15:29:40.0521	7,9516548E+001	3,6086184E-001	6,5684789E-003
30/08/2025 15:29:40.5317	6,3160763E+001	3,6178997E-001	7,0290253E-003
30/08/2025 15:29:40.9990	5,0208866E+001	3,6267582E-001	7,3974244E-003
30/08/2025 15:29:41.4665	3,9859695E+001	3,6380169E-001	7,6917107E-003
30/08/2025 15:29:41.9123	3,1672298E+001	3,6488539E-001	7,8968750E-003
30/08/2025 15:29:42.3778	2,5136747E+001	3,6601496E-001	8,3025908E-003
30/08/2025 15:29:42.8461	1,9980818E+001	3,6732998E-001	8,8615352E-003
30/08/2025 15:29:43.2900	1,5857577E+001	3,6862999E-001	9,2844553E-003
30/08/2025 15:29:43.8370	1,2600809E+001	3,6993784E-001	9,7875716E-003
30/08/2025 15:29:44.3025	1,0016025E+001	3,7125540E-001	1,0366864E-002
30/08/2025 15:29:44.8773	7,9557004E+000	3,7281701E-001	1,1071025E-002
30/08/2025 15:29:45.2573	6,3105812E+000	3,7421098E-001	1,1421975E-002
30/08/2025 15:29:45.7253	5,0144420E+000	3,7600374E-001	1,2358511E-002
30/08/2025 15:29:46.2987	3,9859698E+000	3,7737408E-001	1,2988419E-002
30/08/2025 15:29:47.0069	3,1655185E+000	3,7921757E-001	1,3991707E-002
30/08/2025 15:29:47.8848	2,5136747E+000	3,8108695E-001	1,4904386E-002
30/08/2025 15:29:48.9778	1,9970603E+000	3,8316724E-001	1,6095972E-002
30/08/2025 15:29:51.0251	1,5846856E+000	3,8470641E-001	1,7608020E-002
30/08/2025 15:29:52.7330	1,2596742E+000	3,8690993E-001	1,9008391E-002
30/08/2025 15:29:54.8713	1,0000639E+000	3,8901690E-001	2,0483771E-002
30/08/2025 15:29:57.5522	7,9443753E-001	3,9115602E-001	2,3317667E-002
30/08/2025 15:30:00.9180	6,3126212E-001	3,9386046E-001	2,5516305E-002
30/08/2025 15:30:05.1471	5,0118679E-001	3,9733398E-001	2,9139735E-002
30/08/2025 15:30:10.4548	3,9867833E-001	3,9885440E-001	3,2840721E-002
30/08/2025 15:30:17.1352	3,1619310E-001	4,0284953E-001	3,7090007E-002
30/08/2025 15:30:25.5368	2,5117347E-001	4,0743542E-001	4,1846417E-002
30/08/2025 15:30:36.0878	1,9980818E-001	4,1271609E-001	4,7730904E-002
30/08/2025 15:30:49.3817	1,5846856E-001	4,1817272E-001	5,4907270E-002
30/08/2025 15:31:06.1067	1,2590654E-001	4,2429575E-001	6,2110070E-002
30/08/2025 15:31:27.1269	1,0013975E-001	4,3216768E-001	6,9785722E-002
30/08/2025 15:31:53.6216	7,9421178E-002	4,4200188E-001	7,9205126E-002
30/08/2025 15:32:26.9614	6,3101739E-002	4,5238918E-001	9,0245187E-002
30/08/2025 15:33:08.9001	5,0154075E-002	4,6313325E-001	1,0206021E-001
30/08/2025 15:34:01.7342	3,9804459E-002	4,7599843E-001	1,1344569E-001
30/08/2025 15:35:08.2952	3,1592205E-002	4,9239090E-001	1,2608834E-001
30/08/2025 15:36:31.9147	2,5144994E-002	5,1065928E-001	1,4145371E-001
30/08/2025 15:38:17.3036	1,9949391E-002	5,2966976E-001	1,5852651E-001
30/08/2025 15:40:29.8526	1,5860692E-002	5,5011618E-001	1,7528753E-001
30/08/2025 15:43:17.0030	1,2576789E-002	5,7462925E-001	1,9252063E-001
30/08/2025 15:46:47.0237	1,0009170E-002	6,0408348E-001	2,1288849E-001
30/08/2025 15:46:47.8596	1,9999814E+005	3,2523063E-001	-3,5960797E-002
30/08/2025 15:46:48.2936	1,5885727E+005	3,3502254E-001	-2,5035325E-002
30/08/2025 15:46:48.7276	1,2618765E+005	3,4074652E-001	-1,7463703E-002
30/08/2025 15:46:49.1616	1,0022640E+005	3,4387103E-001	-1,2766410E-002
30/08/2025 15:46:49.7356	7,9609563E+004	3,4556997E-001	-9,2997421E-003
30/08/2025 15:46:50.3106	6,3233004E+004	3,4650058E-001	-7,0910607E-003
30/08/2025 15:46:50.8846	5,0224539E+004	3,4734082E-001	-5,1840725E-003
30/08/2025 15:46:51.4586	3,9897566E+004	3,4817547E-001	-3,5898245E-003
30/08/2025 15:46:52.0336	3,1686090E+004	3,4834558E-001	-2,1784762E-003
30/08/2025 15:46:52.4676	2,5172580E+004	3,4860319E-001	-1,4987426E-003
30/08/2025 15:46:52.9016	1,9995176E+004	3,4865439E-001	-7,1851345E-004
30/08/2025 15:46:53.3356	1,5884798E+004	3,4932008E-001	7,8932790E-005
30/08/2025 15:46:53.7696	1,2618766E+004	3,4933788E-001	6,7272317E-004
30/08/2025 15:46:54.2036	1,0020785E+004	3,4982193E-001	1,1291696E-003
30/08/2025 15:46:54.6949	7,9597607E+003	3,5013649E-001	1,5560101E-003
30/08/2025 15:46:55.0894	6,3238188E+003	3,5050690E-001	1,8881914E-003
30/08/2025 15:46:55.7819	5,0216069E+003	3,5066772E-001	2,2492749E-003
30/08/2025 15:46:56.2501	3,9861731E+003	3,5120580E-001	2,2602000E-003
30/08/2025 15:46:56.7171	3,1669595E+003	3,5156751E-001	2,7713939E-003
30/08/2025 15:46:57.1828	2,5158047E+003	3,5217685E-001	2,7421536E-003
30/08/2025 15:46:57.6511	1,9980818E+003	3,5254982E-001	3,0403661E-003
30/08/2025 15:46:58.1181	1,5884750E+003	3,5289937E-001	3,2776378E-003
30/08/2025 15:46:58.5838	1,2604036E+003	3,5346457E-001	3,4259432E-003
30/08/2025 15:46:59.0516	1,0016024E+003	3,5398459E-001	3,6109618E-003
30/08/2025 15:46:59.5188	7,9525409E+002	3,5465440E-001	3,9876802E-003
30/08/2025 15:46:59.9853	6,3181964E+002	3,5521993E-001	4,1635064E-003
30/08/2025 15:47:00.4511	5,0208865E+002	3,5580951E-001	4,3106792E-003
30/08/2025 15:47:00.9186	3,9859698E+002	3,5642192E-001	4,5620808E-003
30/08/2025 15:47:01.3838	3,1672299E+002	3,5704118E-001	4,9142721E-003
30/08/2025 15:47:01.8486	2,5169135E+002	3,5795277E-001	5,1953602E-003
30/08/2025 15:47:02.3171	1,9980818E+002	3,5847396E-001	5,4540178E-003
30/08/2025 15:47:02.7866	1,5862943E+002	3,5931516E-001	5,6190756E-003
30/08/2025 15:47:03.2513	1,2600809E+002	3,6007807E-001	5,9471768E-003
30/08/2025 15:47:03.7186	1,0016024E+002	3,6100772E-001	6,2192301E-003
30/08/2025 15:47:04.1891	7,9516548E+001	3,6194092E-001	6,6899648E-003
30/08/2025 15:47:04.6697	6,3160763E+001	3,6296439E-001	6,9836229E-003
30/08/2025 15:47:05.1361	5,0208866E+001	3,6395049E-001	7,2254804E-003
30/08/2025 15:47:05.6036	3,9859695E+001	3,6485109E-001	7,7736629E-003
30/08/2025 15:47:06.0493	3,1672298E+001	3,6604151E-001	8,0238720E-003
30/08/2025 15:47:06.5148	2,5136747E+001	3,6720783E-001	8,5427724E-003
30/08/2025 15:47:06.9831	1,9980818E+001	3,6830741E-001	8,7850215E-003
30/08/2025 15:47:07.4271	1,5857577E+001	3,6941761E-001	9,3295686E-003
30/08/2025 15:47:07.9740	1,2600809E+001	3,7086350E-001	9,7682793E-003
30/08/2025 15:47:08.4396	1,0016025E+001	3,7217534E-001	1,0462267E-002
30/08/2025 15:47:09.0143	7,9557004E+000	3,7388769E-001	1,0967270E-002
30/08/2025 15:47:09.3943	6,3105812E+000	3,7521636E-001	1,1516103E-002
30/08/2025 15:47:09.8633	5,0144420E+000	3,7692979E-001	1,2110437E-002
30/08/2025 15:47:10.4368	3,9859698E+000	3,7849069E-001	1,3342462E-002
30/08/2025 15:47:11.1449	3,1655185E+000	3,7998301E-001	1,3932572E-002
30/08/2025 15:47:12.0229	2,5136747E+000	3,8187850E-001	1,4899021E-002
30/08/2025 15:47:13.1158	1,9970603E+000	3,8425097E-001	1,5909383E-002
30/08/2025 15:47:15.1633	1,5846856E+000	3,8585812E-001	1,7570788E-002
30/08/2025 15:47:16.8720	1,2596742E+000	3,8786256E-001	1,8999899E-002
30/08/2025 15:47:19.0104	1,0000639E+000	3,8977498E-001	2,0516748E-002
30/08/2025 15:47:21.6933	7,9443753E-001	3,9285034E-001	2,2910705E-002
