time/s	I/mA	<Ewe/V>	
30/08/2025 22:15:01.6957	1,1159762E-001	-4,4125073E-002
30/08/2025 22:15:01.7957	2,2504006E-002	-4,3602407E-002
30/08/2025 22:15:01.8957	9,8869957E-002	-4,2724337E-002
30/08/2025 22:15:01.9957	9,2506140E-002	-4,2028688E-002
30/08/2025 22:15:02.0957	1,3705294E-001	-4,1240972E-002
30/08/2025 22:15:02.1957	9,8869957E-002	-4,0496804E-002
30/08/2025 22:15:02.2957	8,6142294E-002	-3,9924730E-002
30/08/2025 22:15:02.3957	1,4341676E-001	-3,9478857E-002
30/08/2025 22:15:02.4957	8,6142294E-002	-3,8891654E-002
30/08/2025 22:15:02.5957	8,6142294E-002	-3,8317554E-002
30/08/2025 22:15:02.6957	6,7050815E-002	-3,7838876E-002
30/08/2025 22:15:02.7957	1,4978060E-001	-3,7479948E-002
30/08/2025 22:15:02.8957	1,1159762E-001	-3,6995541E-002
30/08/2025 22:15:02.9957	1,4341676E-001	-3,6517587E-002
30/08/2025 22:15:03.0957	6,7050815E-002	-3,6110342E-002
30/08/2025 22:15:03.1957	7,3414646E-002	-3,5799779E-002
30/08/2025 22:15:03.2957	1,0523378E-001	-3,5427369E-002
30/08/2025 22:15:03.3957	1,9432738E-001	-3,5010535E-002
30/08/2025 22:15:03.4957	1,0523378E-001	-3,4636978E-002
30/08/2025 22:15:03.5957	1,3705294E-001	-3,4361638E-002
30/08/2025 22:15:03.6957	1,3068911E-001	-3,4015089E-002
30/08/2025 22:15:03.7957	4,1595493E-002	-3,3641841E-002
30/08/2025 22:15:03.8957	4,1595493E-002	-3,3310421E-002
30/08/2025 22:15:03.9957	6,7050815E-002	-3,3059333E-002
30/08/2025 22:15:04.0957	1,6250826E-001	-3,2770697E-002
30/08/2025 22:15:04.1957	9,2506140E-002	-3,2430761E-002
30/08/2025 22:15:04.2957	8,6142294E-002	-3,2108739E-002
30/08/2025 22:15:04.3957	1,5614443E-001	-3,1869609E-002
30/08/2025 22:15:04.4957	2,0069122E-001	-3,1618942E-002
30/08/2025 22:15:04.5957	1,4978060E-001	-3,1306352E-002
30/08/2025 22:15:04.6957	9,8869957E-002	-3,1017296E-002
30/08/2025 22:15:04.7957	4,1595493E-002	-3,0799292E-002
30/08/2025 22:15:04.8957	1,0523378E-001	-3,0580331E-002
30/08/2025 22:15:04.9957	8,6142294E-002	-3,0299870E-002
30/08/2025 22:15:05.0957	1,2432528E-001	-3,0024756E-002
30/08/2025 22:15:05.1957	4,7959324E-002	-2,9806750E-002
30/08/2025 22:15:05.2957	6,7050815E-002	-2,9603528E-002
30/08/2025 22:15:05.3957	1,0523378E-001	-2,9336017E-002
30/08/2025 22:15:05.4957	1,5614443E-001	-2,9083477E-002
30/08/2025 22:15:05.5957	1,1796144E-001	-2,8877735E-002
30/08/2025 22:15:05.6957	1,1796144E-001	-2,8706830E-002
30/08/2025 22:15:05.7957	3,5231672E-002	-2,8460290E-002
30/08/2025 22:15:05.8957	1,1796144E-001	-2,8217569E-002
30/08/2025 22:15:05.9957	1,3068911E-001	-2,8012665E-002
