time/s	I/mA	<Ewe/V>	
27/08/2025 00:37:51.2597	1,3705294E-001	-3,9587650E-002
27/08/2025 00:37:51.3597	1,1159762E-001	-3,9104916E-002
27/08/2025 00:37:51.4597	1,4341676E-001	-3,8082056E-002
27/08/2025 00:37:51.5597	8,6142294E-002	-3,7151128E-002
27/08/2025 00:37:51.6597	1,6887209E-001	-3,6440458E-002
27/08/2025 00:37:51.7597	9,8869957E-002	-3,5883930E-002
27/08/2025 00:37:51.8597	9,2506140E-002	-3,5231594E-002
27/08/2025 00:37:51.9597	1,8796356E-001	-3,4581631E-002
27/08/2025 00:37:52.0597	6,7050815E-002	-3,4010123E-002
27/08/2025 00:37:52.1597	1,3068911E-001	-3,3618577E-002
27/08/2025 00:37:52.2597	1,3705294E-001	-3,3127293E-002
27/08/2025 00:37:52.3597	7,3414646E-002	-3,2591809E-002
27/08/2025 00:37:52.4597	1,6887209E-001	-3,2111183E-002
27/08/2025 00:37:52.5597	1,8796356E-001	-3,1765629E-002
27/08/2025 00:37:52.6597	1,3068911E-001	-3,1362966E-002
27/08/2025 00:37:52.7597	1,6250826E-001	-3,0922448E-002
27/08/2025 00:37:52.8597	1,6887209E-001	-3,0505307E-002
27/08/2025 00:37:52.9597	1,4978060E-001	-3,0169303E-002
27/08/2025 00:37:53.0597	1,1159762E-001	-2,9862177E-002
27/08/2025 00:37:53.1597	1,3068911E-001	-2,9493704E-002
27/08/2025 00:37:53.2597	1,3705294E-001	-2,9102463E-002
27/08/2025 00:37:53.3597	2,0069122E-001	-2,8798355E-002
27/08/2025 00:37:53.4597	1,8159975E-001	-2,8526681E-002
27/08/2025 00:37:53.5597	1,4341676E-001	-2,8180018E-002
27/08/2025 00:37:53.6597	1,6887209E-001	-2,7844511E-002
27/08/2025 00:37:53.7597	1,1796144E-001	-2,7550563E-002
27/08/2025 00:37:53.8597	1,4341676E-001	-2,7314492E-002
27/08/2025 00:37:53.9597	2,3251036E-001	-2,7032539E-002
27/08/2025 00:37:54.0597	1,0523378E-001	-2,6713533E-002
27/08/2025 00:37:54.1597	7,3414646E-002	-2,6424669E-002
27/08/2025 00:37:54.2597	1,3068911E-001	-2,6209109E-002
27/08/2025 00:37:54.3597	1,0523378E-001	-2,5964515E-002
27/08/2025 00:37:54.4597	1,1796144E-001	-2,5673665E-002
27/08/2025 00:37:54.5597	1,4341676E-001	-2,5407910E-002
27/08/2025 00:37:54.6597	1,1159762E-001	-2,5198346E-002
27/08/2025 00:37:54.7597	1,0523378E-001	-2,4989968E-002
27/08/2025 00:37:54.8597	2,0069122E-001	-2,4739262E-002
27/08/2025 00:37:54.9597	7,3414646E-002	-2,4477098E-002
27/08/2025 00:37:55.0597	7,9778478E-002	-2,4257831E-002
27/08/2025 00:37:55.1597	1,8159975E-001	-2,4081770E-002
27/08/2025 00:37:55.2597	9,8869957E-002	-2,3851199E-002
27/08/2025 00:37:55.3597	1,7523590E-001	-2,3593349E-002
27/08/2025 00:37:55.4597	1,7523590E-001	-2,3389516E-002
27/08/2025 00:37:55.5597	1,4341676E-001	-2,3224495E-002
27/08/2025 00:37:55.6597	1,4341676E-001	-2,3026505E-002
27/08/2025 00:37:55.7597	2,3251036E-001	-2,2789210E-002
27/08/2025 00:37:55.8597	1,2432528E-001	-2,2579877E-002
27/08/2025 00:37:55.9597	1,3705294E-001	-2,2415236E-002
27/08/2025 00:37:56.0597	1,5614443E-001	-2,2237644E-002
27/08/2025 00:37:56.1597	1,9432738E-001	-2,2022238E-002
27/08/2025 00:37:56.2597	1,7523590E-001	-2,1807173E-002
27/08/2025 00:37:56.3597	1,5614443E-001	-2,1654338E-002
27/08/2025 00:37:56.4597	1,5614443E-001	-2,1510668E-002
27/08/2025 00:37:56.5597	1,3068911E-001	-2,1312604E-002
27/08/2025 00:37:56.6597	7,3414646E-002	-2,1107126E-002
27/08/2025 00:37:56.7597	1,4341676E-001	-2,0947339E-002
27/08/2025 00:37:56.8597	1,8159975E-001	-2,0799391E-002
27/08/2025 00:37:56.9597	9,8869957E-002	-2,0632496E-002
27/08/2025 00:37:57.0597	1,1796144E-001	-2,0437410E-002
27/08/2025 00:37:57.1597	2,2614653E-001	-2,0263411E-002
27/08/2025 00:37:57.2597	1,6250826E-001	-2,0143693E-002
27/08/2025 00:37:57.3597	1,5614443E-001	-1,9997008E-002
27/08/2025 00:37:57.4597	9,8869957E-002	-1,9800967E-002
27/08/2025 00:37:57.5597	1,5614443E-001	-1,9633727E-002
27/08/2025 00:37:57.6597	1,9432738E-001	-1,9509654E-002
27/08/2025 00:37:57.7597	1,2432528E-001	-1,9369654E-002
27/08/2025 00:37:57.8597	1,7523590E-001	-1,9208031E-002
27/08/2025 00:37:57.9597	1,8159975E-001	-1,9035446E-002
27/08/2025 00:37:58.0597	1,6250826E-001	-1,8892540E-002
27/08/2025 00:37:58.1597	1,1796144E-001	-1,8787071E-002
27/08/2025 00:37:58.2597	1,6250826E-001	-1,8632285E-002
27/08/2025 00:37:58.3597	9,8869957E-002	-1,8468410E-002
27/08/2025 00:37:58.4597	1,2432528E-001	-1,8331656E-002
27/08/2025 00:37:58.5597	1,5614443E-001	-1,8223856E-002
27/08/2025 00:37:58.6597	5,4323155E-002	-1,8081563E-002
27/08/2025 00:37:58.7597	2,0069122E-001	-1,7932087E-002
27/08/2025 00:37:58.8597	1,5614443E-001	-1,7783605E-002
27/08/2025 00:37:58.9597	1,6887209E-001	-1,7685508E-002
27/08/2025 00:37:59.0597	9,8869957E-002	-1,7569458E-002
27/08/2025 00:37:59.1597	1,1796144E-001	-1,7420633E-002
27/08/2025 00:37:59.2597	1,8796356E-001	-1,7266879E-002
27/08/2025 00:37:59.3597	1,3705294E-001	-1,7164083E-002
27/08/2025 00:37:59.4597	1,0523378E-001	-1,7065339E-002
27/08/2025 00:37:59.5597	1,3705294E-001	-1,6919414E-002
27/08/2025 00:37:59.6597	1,4978060E-001	-1,6779261E-002
27/08/2025 00:37:59.7597	2,2504006E-002	-1,6671576E-002
27/08/2025 00:37:59.8597	9,8869957E-002	-1,6578712E-002
27/08/2025 00:37:59.9597	1,4978060E-001	-1,6468201E-002
27/08/2025 00:38:00.0597	1,5614443E-001	-1,6333662E-002
27/08/2025 00:38:00.1597	1,1159762E-001	-1,6209513E-002
27/08/2025 00:38:00.2597	1,3705294E-001	-1,6123334E-002
27/08/2025 00:38:00.3597	1,5614443E-001	-1,6017981E-002
27/08/2025 00:38:00.4597	1,1159762E-001	-1,5886115E-002
27/08/2025 00:38:00.5597	8,6142294E-002	-1,5767964E-002
27/08/2025 00:38:00.6597	1,2432528E-001	-1,5684115E-002
27/08/2025 00:38:00.7597	1,1159762E-001	-1,5596485E-002
27/08/2025 00:38:00.8597	1,6250826E-001	-1,5471419E-002
27/08/2025 00:38:00.9597	1,1796144E-001	-1,5346850E-002
27/08/2025 00:38:01.0597	1,3705294E-001	-1,5244361E-002
27/08/2025 00:38:01.1597	1,9432738E-001	-1,5174035E-002
27/08/2025 00:38:01.2597	1,3068911E-001	-1,5061270E-002
27/08/2025 00:38:01.3597	1,6887209E-001	-1,4933645E-002
27/08/2025 00:38:01.4597	1,8159975E-001	-1,4839253E-002
27/08/2025 00:38:01.5597	1,6250826E-001	-1,4769846E-002
27/08/2025 00:38:01.6597	1,7523590E-001	-1,4673543E-002
27/08/2025 00:38:01.7597	1,8796356E-001	-1,4567158E-002
27/08/2025 00:38:01.8597	1,3705294E-001	-1,4466349E-002
27/08/2025 00:38:01.9597	2,5796568E-001	-1,4386435E-002
27/08/2025 00:38:02.0597	2,1341887E-001	-1,4307782E-002
27/08/2025 00:38:02.1597	1,4341676E-001	-1,4188408E-002
27/08/2025 00:38:02.2597	1,5614443E-001	-1,4082098E-002
27/08/2025 00:38:02.3597	1,5614443E-001	-1,4007341E-002
27/08/2025 00:38:02.4597	1,0523378E-001	-1,3938086E-002
27/08/2025 00:38:02.5597	1,4978060E-001	-1,3840638E-002
27/08/2025 00:38:02.6597	1,1159762E-001	-1,3738646E-002
27/08/2025 00:38:02.7597	1,3705294E-001	-1,3650061E-002
27/08/2025 00:38:02.8597	1,6250826E-001	-1,3575992E-002
27/08/2025 00:38:02.9597	1,1796144E-001	-1,3487292E-002
27/08/2025 00:38:03.0597	2,2614653E-001	-1,3382434E-002
27/08/2025 00:38:03.1597	1,5614443E-001	-1,3299426E-002
27/08/2025 00:38:03.2597	1,4978060E-001	-1,3236855E-002
27/08/2025 00:38:03.3597	1,5614443E-001	-1,3164772E-002
27/08/2025 00:38:03.4597	9,8869957E-002	-1,3069388E-002
27/08/2025 00:38:03.5597	1,6250826E-001	-1,2985846E-002
27/08/2025 00:38:03.6597	7,3414646E-002	-1,2909599E-002
